ID Commande,Date Commande,Nom Client,Pays,geoID,Code Pays,Region,Segment,Date Livraison,Mode Livraison
AZ-2018-1900588,2018-05-14,Angie Massengill,Kenya,KE,KEN,Afrique de l'Est,Consommateur,2018-05-21,Economie
AZ-2018-3949241,2018-05-15,Isabella Cleary,Lesotho,LS,LSO,Afrique australe,Home Office,2018-05-21,Economie
AZ-2018-9730235,2018-05-15,Bianca Whitford,Libéria,LR,LBR,Afrique de l'Ouest,Entreprise,2018-05-19,Economie
AZ-2018-3680670,2018-05-15,Jasmine Hanson,Libye,LY,LBY,Afrique du Nord,Consommateur,2018-05-20,Economie
BN-2018-8197561,2018-05-16,Marcus Leon,Madagascar,MG,MDG,Afrique de l'Est,Entreprise,2018-05-22,Economie
AZ-2018-9144577,2018-05-16,Cerys Edwards,Malawi,MW,MWI,Afrique australe,Consommateur,2018-05-19,Prioritaire
AZ-2018-6417949,2018-05-16,Nicole Carr,Mali,ML,MLI,Afrique de l'Ouest,Consommateur,2018-05-20,Economie Plus
AZ-2018-2266465,2018-05-16,Xavier Burford,Maroc,MA,MAR,Afrique du Nord,Entreprise,2018-05-21,Economie
AZ-2018-1527554,2018-05-16,Tyson Hanna,Maurice,MU,MUS,Afrique de l'Est,Consommateur,2018-05-20,Economie
AZ-2018-4238968,2018-05-17,Ruby Blomfield,Mauritanie,MR,MRT,Afrique du Nord,Consommateur,2018-05-22,Economie
BN-2018-5457641,2018-05-17,Daniel Howells,Mozambique,MZ,MOZ,Afrique australe,Entreprise,2018-05-24,Economie
BN-2018-2516957,2018-05-17,Rachel Morton,Namibie,NA,NAM,Afrique australe,Entreprise,2018-05-22,Economie Plus
AZ-2018-4462556,2018-05-17,Alannah Callaway,Niger,NE,NER,Afrique de l'Ouest,Consommateur,2018-05-24,Economie
AZ-2018-2204444,2018-05-18,Kai Bolden,Nigeria,NG,NGA,Afrique de l'Ouest,Consommateur,2018-05-24,Economie
AZ-2018-2437220,2018-05-18,Mary Saterfiel,Ouganda,UG,UGA,Afrique de l'Est,Consommateur,2018-05-21,Economie Plus
AZ-2018-1244068,2018-05-18,Mohammed Arnold,République centrafricaine,CF,CAF,Afrique centrale,Consommateur,2018-05-19,Prioritaire
AZ-2018-219349,2018-05-18,Samuel Hardey,Rwanda,RW,RWA,Afrique de l'Est,Home Office,2018-05-23,Economie
AZ-2018-6937323,2018-05-21,Anna Leal,São Tomé and Príncipe,ST,STP,Afrique centrale,Consommateur,2018-05-25,Economie
AZ-2018-8231031,2018-05-22,Lydia Webster,Sénégal,SN,SEN,Afrique de l'Ouest,Consommateur,2018-05-27,Economie
BN-2018-7528066,2018-05-22,Gerald Galvan,Seychelles,SC,SYC,Afrique de l'Est,Entreprise,2018-05-26,Economie
AZ-2018-4962412,2018-05-23,Nicholas Watkins,Sierra Leone,SL,SLE,Afrique de l'Ouest,Consommateur,2018-05-28,Economie
BN-2018-6206755,2018-05-24,Joshua Andrews,Somalie,SO,SOM,Afrique de l'Est,Home Office,2018-05-31,Economie
AZ-2018-40070,2018-05-24,Edward Zwar,Soudan,SD,SDN,Afrique de l'Est,Consommateur,2018-05-26,Prioritaire
AZ-2018-9496816,2018-05-24,Makayla Elphinstone,Soudan du Sud,SS,SSD,Afrique de l'Est,Consommateur,2018-05-30,Economie
AZ-2018-9718437,2018-05-25,Victoria Bell,Tchad,TD,TCD,Afrique centrale,Home Office,2018-05-31,Economie
AZ-2018-5900353,2018-05-27,Lara Stoate,Togo,TG,TGO,Afrique centrale,Entreprise,2018-06-01,Economie
AZ-2018-5987890,2018-05-27,Madison Chadwick,Tunisie,TN,TUN,Afrique du Nord,Consommateur,2018-05-31,Economie Plus
AZ-2018-327406,2018-05-28,Rory Gunson,UR of Tanzania,TZ,TZA,Afrique de l'Est,Consommateur,2018-06-01,Economie
BN-2018-4461629,2018-05-28,Jeremy Pilcher,Zambie,ZM,ZMB,Afrique australe,Entreprise,2018-05-28,Immédiate
AZ-2018-3145442,2018-05-28,Jared Wurster,Zimbabwe,ZW,ZWE,Afrique australe,Consommateur,2018-06-01,Economie
AZ-2018-4525210,2018-05-28,Abbie Perry,Afrique du Sud,ZA,ZAF,Afrique australe,Consommateur,2018-05-31,Economie Plus
AZ-2018-5109758,2018-05-28,Ebony Northcott,Algérie,DZ,DZA,Afrique du Nord,Consommateur,2018-06-01,Economie Plus
BN-2018-893797,2018-05-29,Spencer Akhtar,Angola,AO,AGO,Afrique australe,Consommateur,2018-06-05,Economie
AZ-2018-6437122,2018-05-29,Matthew Gill,Bénin,BJ,BEN,Afrique de l'Ouest,Home Office,2018-06-02,Economie
BN-2018-2967589,2018-05-30,Ashton Morey,Botswana,BW,BWA,Afrique australe,Consommateur,2018-06-04,Economie
AZ-2018-267160,2018-05-30,Owen Howell,Burkina Faso,BF,BFA,Afrique de l'Ouest,Home Office,2018-06-02,Prioritaire
AZ-2018-7607694,2018-05-30,Beverly Brooks,Burundi,BI,BDI,Afrique centrale,Consommateur,2018-06-02,Economie Plus
AZ-2018-2169586,2018-05-30,Brodie Hart,Cabo Verde,CV,CPV,Afrique de l'Ouest,Home Office,2018-06-05,Economie
AZ-2018-6514734,2018-05-30,Ashton Morey,Cameroun,CM,CMR,Afrique centrale,Consommateur,2018-06-05,Economie
AZ-2018-6538,2018-05-30,Isabella Cleary,Comores,KM,COM,Afrique de l'Est,Home Office,2018-06-04,Economie
BN-2018-7163179,2018-05-31,Harvey Drozd,Congo,CG,COG,Afrique centrale,Consommateur,2018-06-06,Economie
AZ-2018-4243411,2018-05-31,Leah Norman,Côte d'Ivoire,CI,CIV,Afrique de l'Ouest,Entreprise,2018-06-04,Economie
BN-2018-804810,2018-06-01,William Horton,Djibouti,DJ,DJI,Afrique de l'Est,Consommateur,2018-06-05,Economie
AZ-2018-6362222,2018-06-01,Leah Norman,DR Congo,CD,COD,Afrique centrale,Entreprise,2018-06-07,Economie
AZ-2018-5013285,2018-06-02,Logan Tilley,Egypte,EG,EGY,Afrique du Nord,Consommateur,2018-06-06,Economie
AZ-2018-4345897,2018-06-02,Cerys Edwards,Érythrée,ER,ERI,Afrique de l'Est,Consommateur,2018-06-05,Economie Plus
AZ-2018-5098610,2018-06-02,Michael Kim,Éthiopie,ET,ETH,Afrique de l'Est,Consommateur,2018-06-08,Economie
AZ-2018-8108569,2018-06-02,Josh Wilkinson,Gabon,GA,GAB,Afrique centrale,Entreprise,2018-06-06,Economie
AZ-2018-5944136,2018-06-03,Lori Miller,Gambie,GM,GMB,Afrique de l'Ouest,Consommateur,2018-06-06,Prioritaire
AZ-2018-9080857,2018-06-03,Hannah Conyers,Ghana,GH,GHA,Afrique de l'Ouest,Home Office,2018-06-08,Economie
AZ-2018-1203814,2018-06-03,Christopher Goold,Guinée,GN,GIN,Afrique de l'Ouest,Entreprise,2018-06-07,Economie
AZ-2018-8122695,2018-06-03,Michael Flores,Guinée équatoriale,GQ,GNQ,Afrique centrale,Entreprise,2018-06-06,Economie Plus
AZ-2018-6301171,2018-06-03,Judith Franke,Guinée-Bissau,GW,GNB,Afrique de l'Ouest,Home Office,2018-06-09,Economie
BN-2018-2755077,2018-06-04,George To Rot,Kenya,KE,KEN,Afrique de l'Est,Entreprise,2018-06-07,Economie Plus
BN-2018-5868311,2018-06-04,Bianca Crisp,Lesotho,LS,LSO,Afrique australe,Home Office,2018-06-08,Economie
BN-2018-6003171,2018-06-04,Kaitlyn Dorsch,Libéria,LR,LBR,Afrique de l'Ouest,Entreprise,2018-06-08,Economie
BN-2018-397330,2018-06-04,Isla Vogel,Libye,LY,LBY,Afrique du Nord,Home Office,2018-06-10,Economie
AZ-2018-5864378,2018-06-04,Jason Martinez,Madagascar,MG,MDG,Afrique de l'Est,Entreprise,2018-06-07,Prioritaire
BN-2018-8437019,2018-06-04,Joan Douglas,Malawi,MW,MWI,Afrique australe,Entreprise,2018-06-08,Economie
AZ-2018-588025,2018-06-04,Georgia Bermingham,Mali,ML,MLI,Afrique de l'Ouest,Home Office,2018-06-06,Economie Plus
AZ-2018-9283365,2018-06-04,Max Ludwig,Maroc,MA,MAR,Afrique du Nord,Home Office,2018-06-08,Economie
BN-2018-9125930,2018-06-05,Brodie Hart,Maurice,MU,MUS,Afrique de l'Est,Home Office,2018-06-09,Economie Plus
AZ-2018-3923092,2018-06-05,Christopher Goold,Mauritanie,MR,MRT,Afrique du Nord,Entreprise,2018-06-10,Economie
AZ-2018-9453292,2018-06-05,Poppy McWilliams,Mozambique,MZ,MOZ,Afrique australe,Entreprise,2018-06-11,Economie
AZ-2018-971860,2018-06-05,Holly Black,Namibie,NA,NAM,Afrique australe,Home Office,2018-06-09,Economie
BN-2018-48132,2018-06-06,Evan Allen,Niger,NE,NER,Afrique de l'Ouest,Entreprise,2018-06-11,Economie
AZ-2018-2465655,2018-06-06,Jonathan Bottrill,Nigeria,NG,NGA,Afrique de l'Ouest,Consommateur,2018-06-10,Economie
AZ-2018-706916,2018-06-06,Scott Higgins,Ouganda,UG,UGA,Afrique de l'Est,Home Office,2018-06-08,Prioritaire
AZ-2018-4775573,2018-06-07,Indiana Wekey,République centrafricaine,CF,CAF,Afrique centrale,Entreprise,2018-06-08,Prioritaire
AZ-2018-9231004,2018-06-07,Timothy Jimenez,Rwanda,RW,RWA,Afrique de l'Est,Consommateur,2018-06-10,Economie Plus
AZ-2018-3807660,2018-06-07,Holly Noble,São Tomé and Príncipe,ST,STP,Afrique centrale,Consommateur,2018-06-11,Economie
AZ-2018-6415803,2018-06-07,Erin Gill,Sénégal,SN,SEN,Afrique de l'Ouest,Home Office,2018-06-11,Economie
AZ-2018-5022500,2018-06-07,Louise Walsh,Seychelles,SC,SYC,Afrique de l'Est,Consommateur,2018-06-11,Economie
AZ-2018-7749449,2018-06-07,Anna Moreton,Sierra Leone,SL,SLE,Afrique de l'Ouest,Entreprise,2018-06-13,Economie
BN-2018-583958,2018-06-08,Madison Chadwick,Somalie,SO,SOM,Afrique de l'Est,Consommateur,2018-06-09,Prioritaire
AZ-2018-7626927,2018-06-08,Dustin Thomas,Soudan,SD,SDN,Afrique de l'Est,Consommateur,2018-06-13,Economie
AZ-2018-4637331,2018-06-08,Nathan Allwood,Soudan du Sud,SS,SSD,Afrique de l'Est,Home Office,2018-06-12,Economie
AZ-2018-125479,2018-06-09,Jay Andrews,Tchad,TD,TCD,Afrique centrale,Consommateur,2018-06-15,Economie
BN-2018-9375572,2018-06-10,Melody Nelson,Afrique du Sud,ZA,ZAF,Afrique centrale,Entreprise,2018-06-14,Economie
AZ-2018-9258078,2018-06-10,Eileen Walker,Algérie,DZ,DZA,Afrique du Nord,Consommateur,2018-06-14,Economie Plus
AZ-2018-8617478,2018-06-10,Evie Flockhart,Angola,AO,AGO,Afrique de l'Est,Consommateur,2018-06-12,Economie Plus
AZ-2018-7994697,2018-06-10,Mike Obrien,Bénin,BJ,BEN,Afrique australe,Consommateur,2018-06-17,Economie
AZ-2018-3627184,2018-06-10,Ada Dalton,Botswana,BW,BWA,Afrique australe,Entreprise,2018-06-17,Economie
AZ-2018-9673280,2018-06-10,Jade Hawkins,Afrique du Sud,ZA,ZAF,Afrique australe,Consommateur,2018-06-14,Economie
AZ-2018-8057502,2018-06-10,Robert Neil,Algérie,DZ,DZA,Afrique du Nord,Consommateur,2018-06-14,Economie
AZ-2018-3367178,2018-06-10,Ramona Hohl,Angola,AO,AGO,Afrique australe,Consommateur,2018-06-11,Prioritaire
AZ-2018-3156209,2018-06-11,Edward Dolling,Bénin,BJ,BEN,Afrique de l'Ouest,Consommateur,2018-06-15,Economie
AZ-2018-4362020,2018-06-11,Madeleine Nixon,Botswana,BW,BWA,Afrique australe,Home Office,2018-06-18,Economie
AZ-2018-360970,2018-06-11,Dylan O'Halloran,Burkina Faso,BF,BFA,Afrique de l'Ouest,Home Office,2018-06-13,Prioritaire
AZ-2018-699098,2018-06-11,Walter Aguilar,Burundi,BI,BDI,Afrique centrale,Consommateur,2018-06-15,Economie
AZ-2018-3983168,2018-06-12,Corey Browne,Cabo Verde,CV,CPV,Afrique de l'Ouest,Consommateur,2018-06-15,Prioritaire
BN-2018-2153787,2018-06-12,Ruby Nicholls,Cameroun,CM,CMR,Afrique centrale,Entreprise,2018-06-15,Prioritaire
AZ-2018-6711717,2018-06-12,Zoe Lowin,Comores,KM,COM,Afrique de l'Est,Consommateur,2018-06-19,Economie
AZ-2018-2134224,2018-06-12,Michael Kim,Congo,CG,COG,Afrique centrale,Consommateur,2018-06-16,Economie
AZ-2018-9907,2018-06-12,Mark Harris,Côte d'Ivoire,CI,CIV,Afrique de l'Ouest,Consommateur,2018-06-17,Economie Plus
BN-2018-441704,2018-06-13,Lorri Stratton,Djibouti,DJ,DJI,Afrique de l'Est,Consommateur,2018-06-19,Economie
AZ-2018-7710840,2018-06-13,Robert Neil,DR Congo,CD,COD,Afrique centrale,Consommateur,2018-06-16,Economie Plus
AZ-2018-3088636,2018-06-13,Jay Andrews,Egypte,EG,EGY,Afrique du Nord,Consommateur,2018-06-13,Immédiate
AZ-2018-3483098,2018-06-13,Minnie Cash,Érythrée,ER,ERI,Afrique de l'Est,Entreprise,2018-06-20,Economie
BN-2018-6837899,2018-06-13,Lisa Casey,Éthiopie,ET,ETH,Afrique de l'Est,Entreprise,2018-06-17,Economie
AZ-2018-9545933,2018-06-13,Julian Mack,Gabon,GA,GAB,Afrique centrale,Consommateur,2018-06-19,Economie
AZ-2018-2678161,2018-06-13,Toby Patterson,Gambie,GM,GMB,Afrique de l'Ouest,Home Office,2018-06-16,Prioritaire
AZ-2018-9827479,2018-06-13,Dylan O'Halloran,Ghana,GH,GHA,Afrique de l'Ouest,Home Office,2018-06-15,Prioritaire
AZ-2018-9938365,2018-06-13,Thomas Shepherd,Guinée,GN,GIN,Afrique de l'Ouest,Entreprise,2018-06-14,Prioritaire
AZ-2018-6802973,2018-06-13,Tia Metcalfe,Guinée équatoriale,GQ,GNQ,Afrique centrale,Consommateur,2018-06-19,Economie
BN-2018-7934159,2018-06-14,Casey Beckett,Guinée-Bissau,GW,GNB,Afrique de l'Ouest,Home Office,2018-06-21,Economie
AZ-2018-5637964,2018-06-14,Cynthia Zielinski,Kenya,KE,KEN,Afrique de l'Est,Home Office,2018-06-21,Economie
AZ-2018-2709620,2018-06-14,Robert Zapata,Lesotho,LS,LSO,Afrique australe,Consommateur,2018-06-21,Economie
AZ-2018-6138648,2018-06-14,Sam French,Libéria,LR,LBR,Afrique de l'Ouest,Consommateur,2018-06-20,Economie
AZ-2018-4468276,2018-06-14,Ngoc Orozco,Libye,LY,LBY,Afrique du Nord,Home Office,2018-06-18,Economie Plus
AZ-2018-1146430,2018-06-15,Kristina Moore,Madagascar,MG,MDG,Afrique de l'Est,Entreprise,2018-06-22,Economie
AZ-2018-6548311,2018-06-15,Zara Money,Malawi,MW,MWI,Afrique australe,Entreprise,2018-06-20,Economie Plus
BN-2018-4285479,2018-06-17,Everett Dunbar,Mali,ML,MLI,Afrique de l'Ouest,Entreprise,2018-06-21,Economie
AZ-2018-8795323,2018-06-17,Mary Hough,Maroc,MA,MAR,Afrique du Nord,Home Office,2018-06-20,Economie Plus
AZ-2018-3352017,2018-06-17,Ethan Howarth,Maurice,MU,MUS,Afrique de l'Est,Consommateur,2018-06-21,Economie
AZ-2018-8774500,2018-06-17,Alice Currie,Mauritanie,MR,MRT,Afrique du Nord,Consommateur,2018-06-19,Prioritaire
AZ-2018-7006119,2018-06-17,Lily Tyler,Mozambique,MZ,MOZ,Afrique australe,Home Office,2018-06-20,Economie Plus
AZ-2018-6244362,2018-06-17,Stella Balcombe,Namibie,NA,NAM,Afrique australe,Home Office,2018-06-20,Economie Plus
BN-2018-5104816,2018-06-18,Jay Andrews,Niger,NE,NER,Afrique de l'Ouest,Consommateur,2018-06-20,Economie Plus
AZ-2018-8633659,2018-06-18,Jessie White,Nigeria,NG,NGA,Afrique de l'Ouest,Consommateur,2018-06-20,Economie Plus
AZ-2018-343563,2018-06-18,Angus Reading,Ouganda,UG,UGA,Afrique de l'Est,Entreprise,2018-06-22,Economie
AZ-2018-7431618,2018-06-18,Angus Fryar,République centrafricaine,CF,CAF,Afrique centrale,Consommateur,2018-06-23,Economie
AZ-2018-8367272,2018-06-18,Anthony Stewart,Rwanda,RW,RWA,Afrique de l'Est,Home Office,2018-06-23,Economie
AZ-2018-5974172,2018-06-19,Jose Gambino,São Tomé and Príncipe,ST,STP,Afrique centrale,Entreprise,2018-06-22,Economie Plus
AZ-2018-4874809,2018-06-19,Ella Dwyer-Gray,Sénégal,SN,SEN,Afrique de l'Ouest,Consommateur,2018-06-24,Economie
AZ-2018-6053610,2018-06-19,Maya Pamphlett,Seychelles,SC,SYC,Afrique de l'Est,Consommateur,2018-06-21,Prioritaire
BN-2018-5022236,2018-06-20,Ricky Cullen,Sierra Leone,SL,SLE,Afrique de l'Ouest,Consommateur,2018-06-27,Economie
AZ-2018-8131512,2018-06-20,Lauren Saunders,Somalie,SO,SOM,Afrique de l'Est,Consommateur,2018-06-23,Prioritaire
BN-2018-9068340,2018-06-21,Jonathan Summons,Soudan,SD,SDN,Afrique de l'Est,Consommateur,2018-06-27,Economie
AZ-2018-5337437,2018-06-21,Nicholas Carey,Soudan du Sud,SS,SSD,Afrique de l'Est,Consommateur,2018-06-25,Economie
AZ-2018-649774,2018-06-21,Audrey Emanuel,Tchad,TD,TCD,Afrique centrale,Consommateur,2018-06-27,Economie
AZ-2018-2582964,2018-06-21,John Harris,Afrique du Sud,ZA,ZAF,Afrique centrale,Entreprise,2018-06-25,Economie
AZ-2018-4627833,2018-06-21,Henry Pedder,Algérie,DZ,DZA,Afrique du Nord,Consommateur,2018-06-26,Economie
BN-2018-2488199,2018-06-22,Charlie Brooks,Angola,AO,AGO,Afrique de l'Est,Consommateur,2018-06-29,Economie
BN-2018-5978762,2018-06-23,Isabella Fowler,Bénin,BJ,BEN,Afrique australe,Consommateur,2018-06-28,Economie
AZ-2018-4520943,2018-06-23,Skye McCaffrey,Botswana,BW,BWA,Afrique australe,Consommateur,2018-06-28,Economie
AZ-2018-1568579,2018-06-23,Alannah Langridge,Afrique du Sud,ZA,ZAF,Afrique australe,Consommateur,2018-06-26,Prioritaire
BN-2018-1963418,2018-06-24,Mike Langer,Algérie,DZ,DZA,Afrique du Nord,Entreprise,2018-06-29,Economie
AZ-2018-2526896,2018-06-24,Abby Mei,Angola,AO,AGO,Afrique australe,Entreprise,2018-07-01,Economie
AZ-2018-4878818,2018-06-24,Bettie Lang,Bénin,BJ,BEN,Afrique de l'Ouest,Consommateur,2018-06-30,Economie
AZ-2018-4284308,2018-06-24,Darcy St George,Botswana,BW,BWA,Afrique australe,Entreprise,2018-06-30,Economie
AZ-2018-183270,2018-06-25,Chloe O'Dea,Burkina Faso,BF,BFA,Afrique de l'Ouest,Consommateur,2018-06-25,Immédiate
AZ-2018-9549607,2018-06-25,Alpha Ross,Burundi,BI,BDI,Afrique centrale,Entreprise,2018-06-29,Economie
AZ-2018-6510557,2018-06-25,Hershel Snyder,Cabo Verde,CV,CPV,Afrique de l'Ouest,Entreprise,2018-06-30,Economie
AZ-2018-4330374,2018-06-26,Summer Hayward,Cameroun,CM,CMR,Afrique centrale,Consommateur,2018-07-01,Economie
BN-2018-8532201,2018-06-26,Bethany Child,Comores,KM,COM,Afrique de l'Est,Consommateur,2018-07-01,Economie Plus
AZ-2018-9485550,2018-06-26,Dominic Elliott,Congo,CG,COG,Afrique centrale,Consommateur,2018-06-26,Immédiate
AZ-2018-9591675,2018-06-26,Georgia Blackburn,Côte d'Ivoire,CI,CIV,Afrique de l'Ouest,Entreprise,2018-07-01,Economie Plus
BN-2018-9131358,2018-06-27,Ebony Northcott,Djibouti,DJ,DJI,Afrique de l'Est,Consommateur,2018-06-28,Prioritaire
BN-2018-9871283,2018-06-27,Geraldine Mizelle,DR Congo,CD,COD,Afrique centrale,Entreprise,2018-07-02,Economie Plus
AZ-2018-3893358,2018-06-27,Rebecca Cook,Egypte,EG,EGY,Afrique du Nord,Entreprise,2018-07-01,Economie
AZ-2018-866971,2018-06-27,Eloise Sykes,Érythrée,ER,ERI,Afrique de l'Est,Consommateur,2018-06-27,Immédiate
AZ-2018-906289,2018-06-27,Lewis Greenwood,Éthiopie,ET,ETH,Afrique de l'Est,Consommateur,2018-07-02,Economie
AZ-2018-5532307,2018-06-27,Kelly Long,Gabon,GA,GAB,Afrique centrale,Entreprise,2018-07-01,Economie
BN-2018-6886875,2018-06-28,Xavier Burford,Gambie,GM,GMB,Afrique de l'Ouest,Entreprise,2018-06-30,Prioritaire
BN-2018-2045874,2018-06-28,Jack Brier,Ghana,GH,GHA,Afrique de l'Ouest,Consommateur,2018-06-28,Immédiate
AZ-2018-5932628,2018-06-28,Patrick Atkinson,Guinée,GN,GIN,Afrique de l'Ouest,Home Office,2018-07-04,Economie
AZ-2018-5248239,2018-06-28,Darcy St George,Guinée équatoriale,GQ,GNQ,Afrique centrale,Entreprise,2018-07-04,Economie
AZ-2018-9510969,2018-06-29,Charlotte Savage,Guinée-Bissau,GW,GNB,Afrique de l'Ouest,Consommateur,2018-07-03,Economie
BN-2018-6154570,2018-06-29,Michael Kim,Kenya,KE,KEN,Afrique de l'Est,Consommateur,2018-07-03,Economie
AZ-2018-5548332,2018-06-29,Michael Myers,Lesotho,LS,LSO,Afrique australe,Home Office,2018-07-04,Economie
AZ-2018-8493783,2018-07-01,Maya Pamphlett,Libéria,LR,LBR,Afrique de l'Ouest,Consommateur,2018-07-07,Economie
AZ-2018-2914891,2018-07-02,John Basser,Libye,LY,LBY,Afrique du Nord,Entreprise,2018-07-04,Prioritaire
AZ-2018-9746580,2018-07-02,Julian Mack,Madagascar,MG,MDG,Afrique de l'Est,Consommateur,2018-07-09,Economie
AZ-2018-7137093,2018-07-02,Daisy Summers,Malawi,MW,MWI,Afrique australe,Entreprise,2018-07-07,Economie
AZ-2018-6875037,2018-07-03,Karon Shah,Mali,ML,MLI,Afrique de l'Ouest,Entreprise,2018-07-08,Economie
AZ-2018-2857120,2018-07-03,Kimberly Boyd,Maroc,MA,MAR,Afrique du Nord,Entreprise,2018-07-07,Economie
AZ-2018-1483452,2018-07-03,Ethan Williams,Maurice,MU,MUS,Afrique de l'Est,Entreprise,2018-07-05,Prioritaire
AZ-2018-8277414,2018-07-04,Debbie Fisk,Mauritanie,MR,MRT,Afrique du Nord,Entreprise,2018-07-09,Economie
AZ-2018-2185600,2018-07-04,Robert Duffy,Mozambique,MZ,MOZ,Afrique australe,Home Office,2018-07-07,Economie Plus
BN-2018-9881069,2018-07-06,Christopher Goold,Namibie,NA,NAM,Afrique australe,Entreprise,2018-07-11,Economie
AZ-2018-7300382,2018-07-06,Robert Ramsey,Niger,NE,NER,Afrique de l'Ouest,Consommateur,2018-07-09,Economie Plus
AZ-2018-9188283,2018-07-06,Larry Lambert,Nigeria,NG,NGA,Afrique de l'Ouest,Consommateur,2018-07-10,Economie
AZ-2018-9221465,2018-07-08,Audrey Knowles,Ouganda,UG,UGA,Afrique de l'Est,Consommateur,2018-07-10,Economie Plus
AZ-2018-8689698,2018-07-08,Charlie Wells,République centrafricaine,CF,CAF,Afrique centrale,Home Office,2018-07-10,Economie Plus
AZ-2018-8064261,2018-07-08,Angie Massengill,Rwanda,RW,RWA,Afrique de l'Est,Consommateur,2018-07-11,Prioritaire
BN-2018-80695,2018-07-09,Samantha Reynell,São Tomé and Príncipe,ST,STP,Afrique centrale,Home Office,2018-07-14,Economie Plus
AZ-2018-7036951,2018-07-09,Anna Church,Sénégal,SN,SEN,Afrique de l'Ouest,Consommateur,2018-07-13,Economie
AZ-2018-576501,2018-07-10,Ashley Baldwinson,Seychelles,SC,SYC,Afrique de l'Est,Entreprise,2018-07-12,Prioritaire
BN-2018-6883995,2018-07-11,Freya Daniels,Sierra Leone,SL,SLE,Afrique de l'Ouest,Consommateur,2018-07-15,Economie
AZ-2018-6796534,2018-07-11,Mariam McMeckan,Somalie,SO,SOM,Afrique de l'Est,Entreprise,2018-07-14,Prioritaire
AZ-2018-8019814,2018-07-11,Holly Black,Soudan,SD,SDN,Afrique de l'Est,Home Office,2018-07-18,Economie
AZ-2018-8090289,2018-07-11,Kristal McCaslin,Soudan du Sud,SS,SSD,Afrique de l'Est,Entreprise,2018-07-16,Economie
AZ-2018-7001055,2018-07-11,Tahlia Coughlan,Tchad,TD,TCD,Afrique centrale,Entreprise,2018-07-14,Economie Plus
AZ-2018-8958085,2018-07-12,Natasha Heane,Afrique du Sud,ZA,ZAF,Afrique centrale,Home Office,2018-07-16,Economie
BN-2018-6854769,2018-07-12,Adam Gibbs,Algérie,DZ,DZA,Afrique du Nord,Entreprise,2018-07-19,Economie
AZ-2018-5213862,2018-07-12,Sam Rees,Angola,AO,AGO,Afrique de l'Est,Home Office,2018-07-18,Economie
AZ-2018-7058808,2018-07-13,Julie Ochoa,Bénin,BJ,BEN,Afrique australe,Entreprise,2018-07-19,Economie
AZ-2018-2963078,2018-07-14,Leah Derham,Botswana,BW,BWA,Afrique australe,Consommateur,2018-07-20,Economie
BN-2018-4141546,2018-07-15,Rory Jess,Afrique du Sud,ZA,ZAF,Afrique australe,Home Office,2018-07-15,Immédiate
AZ-2018-6085287,2018-07-15,Jay Andrews,Algérie,DZ,DZA,Afrique du Nord,Consommateur,2018-07-18,Prioritaire
AZ-2018-6920962,2018-07-15,Paul Cleary,Angola,AO,AGO,Afrique australe,Entreprise,2018-07-21,Economie
AZ-2018-6224487,2018-07-15,Oliver Stephenson,Bénin,BJ,BEN,Afrique de l'Ouest,Consommateur,2018-07-18,Economie Plus
AZ-2018-4349254,2018-07-16,Bianca Whitford,Botswana,BW,BWA,Afrique australe,Entreprise,2018-07-20,Economie Plus
AZ-2018-7982799,2018-07-17,Ngoc Orozco,Burkina Faso,BF,BFA,Afrique de l'Ouest,Home Office,2018-07-20,Prioritaire
AZ-2018-3881285,2018-07-18,Robert Neil,Burundi,BI,BDI,Afrique centrale,Consommateur,2018-07-19,Prioritaire
AZ-2018-7409274,2018-07-18,Oscar Noble,Cabo Verde,CV,CPV,Afrique de l'Ouest,Consommateur,2018-07-23,Economie
AZ-2018-3224122,2018-07-20,Millie Franklin,Cameroun,CM,CMR,Afrique centrale,Consommateur,2018-07-24,Economie
AZ-2018-9393754,2018-07-22,William Reichert,Comores,KM,COM,Afrique de l'Est,Consommateur,2018-07-26,Economie
AZ-2018-244740,2018-07-22,Tina Phelps,Congo,CG,COG,Afrique centrale,Consommateur,2018-07-29,Economie
AZ-2018-8859377,2018-07-22,Imogen Steele,Côte d'Ivoire,CI,CIV,Afrique de l'Ouest,Entreprise,2018-07-24,Economie Plus
AZ-2018-8477787,2018-07-22,Chelsea Bannister,Djibouti,DJ,DJI,Afrique de l'Est,Consommateur,2018-07-26,Economie
AZ-2018-2901079,2018-07-22,Elijah Sodeman,DR Congo,CD,COD,Afrique centrale,Consommateur,2018-07-26,Economie
BN-2018-1501902,2018-07-23,Viola Watson,Egypte,EG,EGY,Afrique du Nord,Consommateur,2018-07-27,Economie Plus
AZ-2018-2243804,2018-07-23,Lydia Webster,Érythrée,ER,ERI,Afrique de l'Est,Consommateur,2018-07-24,Prioritaire
AZ-2018-2853568,2018-07-23,Owen Howell,Éthiopie,ET,ETH,Afrique de l'Est,Home Office,2018-07-28,Economie
AZ-2018-6514134,2018-07-24,Tia Metcalfe,Gabon,GA,GAB,Afrique centrale,Consommateur,2018-07-29,Economie
BN-2018-2413609,2018-07-24,Nicole Howard,Gambie,GM,GMB,Afrique de l'Ouest,Consommateur,2018-07-28,Economie
AZ-2018-6557356,2018-07-24,Madelyn Anderson,Ghana,GH,GHA,Afrique de l'Ouest,Entreprise,2018-07-28,Economie
